toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad
"2309.01","PC",20.2656358,6.4172007,802.3053384,4.0304200,822.6676779,108.2477155,6276.1000000,4.2506300,1.3761700
"231.01","KP",3.3610013,2.5685869,24081.7810523,12.7400071,1036.7433695,273.0272959,5375.0000000,4.4937100,0.8177050
"2310.01","PC",2.9432073,2.5010000,12560.0000000,13.6531000,1186.0000000,328.9760000,5266.7000000,,1.1800000
"2311.01","APC",1.5933772,1.7732569,7842.0221441,9.0125420,1350.2664813,785.5954321,5289.4000000,4.5000000,0.8851250
"2312.01","PC",3.1856867,3.1050115,7776.6827786,,1238.7235661,556.4403323,5590.5000000,4.4000000,
"2313.01","PC",1.8905304,1.2347831,3550.5585147,,1474.0567378,1115.7780219,5816.0000000,4.3000000,
"2314.01","PC",15.9375460,4.5395335,4172.2924827,11.9220549,934.5436034,180.2682649,6093.1000000,4.1000000,1.5503300
"2315.01","APC",1.4407070,1.8086852,4514.4039925,9.9844910,1826.3371679,2629.3283978,5941.2000000,4.3000000,1.1648901
"2316.01","FP",3.0958985,1.8584684,10354.9916952,19.2443952,1515.4094870,1246.3528431,6764.0000000,4.3000000,1.2584400
"2317.01","FP",,8.4494541,6007.8703021,11.6258650,676.5210666,49.5046850,5635.7500000,4.1239700,1.4356500
"2318.01","APC",,4.6833042,2749.2099367,6.5071192,444.0780191,9.1909015,4968.0000000,4.4380000,0.8445480
"2319.01","CP",,6.1120058,855.5836036,4.1844083,253.0759438,0.9694479,6329.0000000,4.2450900,1.3961900
"2319.02","KP",11.6207544,5.6290584,486.0090375,3.2075540,1003.1064616,239.2814950,6329.0000000,4.2450900,1.3961900
"232.01","KP",1.3382314,2.1560676,27137.0920051,14.8542602,1497.5477444,1188.6218545,5436.0000000,4.4602400,0.8949740
"2320.01","FP",,4.4875335,4111.2234826,18.0000000,769.2502648,82.7545001,5879.0000000,4.2812200,1.2362300
"2543.01","CP",7.5427509,6.4481914,3098.3066655,10.8099759,1331.0393949,741.7962608,6349.8000000,4.1100000,1.8661900
"2544.01","FP",21.0689935,3.7404027,3392.7700746,15.3646915,952.5129011,194.5380096,5441.0000000,4.4100000,1.9885900
"2545.01","CP",7.9940367,4.2710470,404.6194381,2.5576021,1022.9865778,258.8217348,5846.2900000,4.2652500,1.2532400
"2546.01","APC",2.1811989,0.4280000,2300.0000000,18.7156000,974.0000000,149.4610000,6125.9600000,4.1740300,1.4600000
"2547.01","KP",2.3114203,2.7479753,14975.1986739,13.1879107,1418.5620601,957.0053443,5785.7900000,4.3954300,1.0700800
"2548.01","KP",8.5234958,2.4440000,18942.0000000,12.0756000,676.0000000,34.6952000,5238.0000000,4.5443800,0.8400000
"2548.02","CP",1.4468993,0.7790000,549.0000000,4.9871100,1719.0000000,1452.1800000,5238.0000000,4.5443800,0.8400000
"2549.01","PC",4.8580501,5.7405699,11067.0819039,,1545.9494627,1349.9017874,8303.0000000,4.4380000,
"255.01","KP",2.8126485,2.8737522,13994.0625365,12.0658006,1269.8918153,614.5934084,5700.0000000,4.3970400,1.0095700
"2550.01","FP",9.0702531,1.9063647,3806.1953378,5.7395383,827.1534677,110.6280815,5509.1000000,4.5200000,0.9167420
"2551.01","PC",5.4368410,2.3350000,2660.0000000,7.7988100,1355.0000000,560.3940000,7980.0000000,4.3768500,1.4900000
"2552.01","PC",2.3701119,1.8215643,2049.0263458,3.0793796,847.8780456,122.1390568,4007.0000000,4.5635900,0.6847410
"2553.01","PC",8.3848067,4.5181283,11925.6417552,11.5945537,936.3549718,181.6699451,5757.5000000,4.2900000,1.0226400
"2554.01","FP",6.2636501,5.3639991,7043.2784811,17.7665063,1574.6602021,1453.0093429,6969.2000000,4.1700000,2.0443800
"2555.01","FP",16.0475029,3.3340000,13630.0000000,19.3344000,725.0000000,46.0707000,6337.5000000,,1.6000000
"2556.01","APC",8.0149323,4.6198374,4426.4689118,9.5021286,1078.7784380,320.0737304,5886.2000000,4.2500000,1.3302799
"1864.01","KP",1.6453265,2.5900000,19310.0000000,19.0536000,1818.0000000,1816.4800000,6023.0000000,4.2500000,1.3200000
"1865.01","APC",1.2239134,1.0370000,1400.0000000,7.3884900,1509.0000000,861.5400000,6618.5000000,3.9900000,1.9200000
"1866.01","PC",2.1863095,3.9576915,2983.5525823,10.9791817,2134.7771952,4908.3013736,6728.0000000,4.0300000,1.9215300
"1867.01","FP",18.1067100,4.5620000,10340.0000000,19.3734000,1047.0000000,199.6300000,6615.0000000,4.1400000,1.6500000
"1868.01","PC",8.8263579,3.4318591,5877.7480400,12.1777996,1126.9007140,381.1216482,6016.0000000,4.1000000,1.5604300
"1869.01","PC",1.6024387,1.0090014,1372.6016905,5.5640916,1858.5229504,2819.6338493,5435.9000000,4.2000000,1.3929400
"187.01","APC",0.5125807,1.6430775,5691.1921109,19.2342563,3117.5523161,22324.2050264,6725.0000000,4.1953200,1.5519500
"1870.01","PC",2.7633917,3.5061663,12405.1873299,16.4097207,1666.9054026,1824.5880178,6511.0000000,4.2500000,1.4310300
"1871.01","FP",3.4061200,1.7140000,1740.0000000,8.6049500,1560.0000000,985.6530000,5955.3000000,4.0600000,1.6700000
"1872.01","PC",2.2349708,2.0160000,3870.0000000,11.1799000,,3419.3800000,6305.2000000,,1.5700000
"1873.01","PC",24.9341884,4.9640000,1390.0000000,3.9346500,672.0000000,34.0216000,5699.0000000,4.4700000,0.9700000
"1873.02","PC",900.1930987,6.3963069,1344.4884882,3.6185236,183.0091807,0.2651017,5699.0000000,4.4700000,0.9716750
"1873.03","PC",7.0056805,3.3182125,766.8944620,3.1039232,923.4952393,171.8935756,5699.0000000,4.4700000,0.9716750
"1874.01","APC",17.8683999,5.6386950,11197.9522339,19.3843075,1006.6890424,242.7182138,7013.0000000,4.2000000,1.6355900
"1875.01","PC",11.3091849,1.7130000,11960.0000000,15.4356000,631.0000000,26.4473000,5817.0000000,4.2700000,1.2500000
"1876.01","PC",6.4827647,2.2930359,4140.8329483,11.4873820,1412.5995193,941.0164562,6748.0000000,4.1200000,1.7302500
"1877.01","FP",3.8015910,2.7520000,18950.0000000,14.4297000,1242.0000000,395.6970000,6051.0000000,4.4800000,1.0100000
"2099.01","FP",19.5078657,4.6030000,1770.0000000,3.9283900,780.0000000,61.4917000,4316.0000000,4.5600000,0.7100000
"210.01","PC",9.0105414,1.8443264,4125.0713000,2.1513682,345.2246743,3.3568205,3275.0000000,4.4380000,0.3301460
"2100.01","PC",23.6573994,2.3087780,1180.9350567,3.0681221,561.8847450,23.5564568,5535.0000000,4.5712600,0.8466150
"2101.01","PC",9.0753271,3.6156842,586.9172699,2.5831328,849.1403218,122.8680194,5619.0000000,4.4400000,0.9975890
"2102.01","PC",6.7060238,1.6782365,542.9365808,2.1264700,808.0950027,100.7791488,5292.0000000,4.5820100,0.8078110
"2102.02","PC",,3.3394704,1474.5340825,3.2194250,213.6889395,0.4927756,5292.0000000,4.5820100,0.8078110
"2103.01","PC",2.6620728,1.7235054,220.9994213,1.2172175,1031.3932912,267.4349792,4884.0000000,4.5400000,0.7997160
"2103.02","PC",20.2926468,3.7402567,319.9395199,1.7004976,524.0644631,17.8262440,4884.0000000,4.5400000,0.7997160
"2104.01","PC",3.2723118,1.8150000,464.0000000,1.4677200,947.0000000,133.5170000,4907.0000000,4.6200000,0.7200000
"2104.02","PC",5.9043690,2.6530000,351.0000000,1.3595900,846.0000000,85.3357000,4907.0000000,4.6200000,0.7200000
"2104.03","PC",15.1808746,2.8080000,689.0000000,1.8686400,574.0000000,18.1396000,4907.0000000,4.6200000,0.7200000
"2104.04","PC",1.9803146,1.6600000,306.0000000,1.1696900,1160.0000000,301.4910000,4907.0000000,4.6200000,0.7200000
"2104.05","PC",9.5611100,3.0128111,381.5567640,1.6790876,643.7214903,40.5800926,4907.0000000,4.6200000,0.7237570
"2105.01","PC",15.9152686,1.1393111,652.5574248,2.2277479,561.0187018,23.4115602,4718.0000000,4.4901200,0.8210670
"2106.01","FP",0.6332593,0.8622011,1191.4597195,5.3027904,2032.1990726,4030.7512475,5590.0000000,4.4537400,0.9762120
"2107.01","CP",2.4545700,2.3900000,19250.0000000,14.1830000,1322.0000000,508.4680000,5565.0000000,4.4500000,0.9700000
"2321.01","PC",716.3497402,3.6120000,867.0000000,2.9082600,101.0000000,0.0174179,5645.8400000,4.4614800,0.9700000
"2322.01","CP",20.2254946,2.2719961,712.1489700,1.9090249,458.0310383,10.4016117,4465.0000000,4.6000000,0.6975470
"2322.02","CP",11.3071786,2.8240000,264.0000000,1.0296800,581.0000000,18.9311000,4465.0000000,4.6000000,0.7000000
"2323.01","FP",0.9865600,0.7240000,390.0000000,3.7868700,1363.0000000,574.2940000,5522.0000000,3.9900000,1.6400000
"2324.01","PC",1.0371672,2.8975230,273.6030339,2.3028811,3636.4037482,29027.9140139,6413.0000000,4.2000000,1.5000000
"2325.01","APC",4.2699100,1.5090000,2240.0000000,8.9557800,1415.0000000,667.3360000,6580.0000000,4.1600000,1.6200000
"2326.01","PC",58.9970907,5.7220000,2725.0000000,,,,,,
"2327.01","PC",82.7899763,5.8475847,1017.8544172,3.1369358,406.5961278,6.4591290,6115.0000000,4.5616000,0.9577720
"2328.01","CP",17.1019622,3.3570000,11430.0000000,10.1067000,589.0000000,20.0982000,5302.3000000,4.4000000,0.9300000
"2329.01","PC",6.5346715,3.3040000,6370.0000000,10.7773000,925.0000000,121.8530000,5424.0000000,3.3500000,1.3300000
"233.01","PC",11.6700285,2.0534143,2783.7905216,2.0205499,361.1637726,4.0210338,3644.0000000,4.7991200,0.3802720
"233.02","PC",7.2011383,2.1444681,1662.8398306,1.7056002,424.2232195,7.6541813,3644.0000000,4.7991200,0.3802720
"2330.01","KP",2.2088214,2.5440000,7770.0000000,11.6656000,1586.0000000,1052.0800000,5960.4000000,4.2700000,1.2600000
"2331.01","PC",4.7150942,2.4360000,7460.0000000,7.4893900,919.0000000,118.4600000,3798.0000000,4.6700000,0.5700000
"2332.01","PC",7.4972297,3.5890000,14480.0000000,11.9137000,964.0000000,143.8140000,5596.2000000,4.4300000,1.0000000
"2333.01","PC",14.2197641,6.4160000,2390.0000000,8.7867800,1067.0000000,215.5520000,6115.0000000,3.9700000,1.8300000
"2334.01","PC",7.9980831,3.0470000,3960.0000000,10.9403000,875.0000000,97.3629000,5556.0000000,3.9700000,1.7000000
"2335.01","APC",1.4492052,1.1040000,1200.0000000,6.1566600,1350.0000000,551.7770000,6004.9000000,4.3900000,1.1200000
"2557.01","PC",9.8302309,4.0164674,5116.7220440,27.5606205,1594.5662998,1527.8873209,6683.6000000,,2.8653200
"2558.01","PC",17.7859152,4.2520718,6535.8664276,12.0078948,805.3455558,99.4145767,5834.0000000,4.2500000,1.3839500
"2559.01","PC",4.2002507,2.6270000,25670.0000000,14.9915000,1093.0000000,236.9400000,5709.9000000,4.5300000,0.9100000
"256.01","KP",24.7373412,2.0690510,6560.4920870,1.8439453,157.0898896,0.1439176,3131.0000000,5.0570100,0.2155350
"256.02","KP",3.7779418,1.4759325,3469.4507390,1.5659937,394.3844097,5.7174182,3131.0000000,5.0570100,0.2155350
"2560.01","PC",3.5511203,2.6340000,19660.0000000,13.8379000,1117.0000000,258.8160000,5321.0000000,4.4200000,0.9800000
"2561.01","PC",2.7754004,3.1420000,8510.0000000,15.2778000,1553.0000000,966.5710000,5905.0000000,4.0500000,1.6200000
"2562.01","PC",4.0483695,2.8960000,12060.0000000,13.7660000,1256.0000000,413.8460000,6054.0000000,4.3000000,1.2400000
"2563.01","PC",5.0182311,2.3010000,16210.0000000,13.2480000,907.0000000,112.4630000,5487.0000000,4.4100000,1.0200000
"2564.01","PC",3.7257237,2.3816200,8787.4795537,11.5792771,1237.0322556,553.4075728,5698.0000000,4.3300000,1.1429501
"2565.01","PC",3.9704457,3.7793044,3689.4781363,11.7222736,1588.9398662,1506.4365626,5840.0000000,3.9000000,1.8973200
"2566.01","PC",4.2102425,2.9567547,9271.0628122,8.4263554,900.6689155,155.5183712,4927.6000000,4.5200000,0.8166130
"2567.01","CP",5.9839451,5.3886513,3826.4375501,10.7016592,1278.9368045,632.2914999,5609.0000000,3.9600000,1.7176100
"2568.01","PC",3.4843271,3.5220000,10320.0000000,15.9782000,1799.0000000,1741.7100000,7250.0000000,4.2600000,1.5700000
"2569.01","PC",13.1147744,4.3180000,3890.0000000,9.7905900,871.0000000,95.9399000,5496.1000000,4.0400000,1.5400000
"257.01","CP",18.3877081,6.4051530,1191.0283192,6.3790962,972.3814218,211.2844875,6382.7000000,4.0500000,1.7655700
"2570.01","CP",2.9887654,2.9847247,15493.9490407,14.0699828,1307.2435081,690.1555373,5639.0000000,4.3400000,1.1214100
"1878.01","PC",3.2351013,0.9645922,3974.2319128,6.9705803,1293.8496408,662.3022648,5976.0000000,4.4300000,1.0644600
"1879.01","PC",13.7045951,5.8535412,10116.0470111,17.0437214,1001.2767573,237.5404319,6531.0000000,4.2200000,1.4961100
"188.01","APC",1.1619531,0.9592600,331.6208111,3.4842503,2358.2580075,7309.4764762,6340.3000000,4.1800000,1.6608900
"1880.01","PC",1.7263781,1.7874582,10118.3539720,8.0540139,667.2699818,46.8519157,3631.4000000,4.6900000,0.5560580
"1881.01","FP",1.1203828,1.6650000,1901.0000000,5.9620700,2267.0000000,4388.9600000,6564.4000000,4.2600000,1.4700000
"1882.01","PC",3.0898836,1.7898868,5784.3735169,18.4456585,2248.1874488,6037.4156662,8828.7000000,4.3900000,1.6313200
"1883.01","CP",4.5063838,2.0392007,12522.9613662,5.5521734,524.9245790,17.9435610,3477.0000000,4.7430300,0.4935760
"1884.01","PC",6.7822781,2.6460451,10143.2450255,9.0508641,833.6239348,114.1304957,5225.0000000,4.5000000,0.8822850
"1885.01","CP",6.5440665,3.7770000,6060.0000000,14.1513000,1176.0000000,318.2240000,6232.0000000,4.0300000,1.7600000
"1886.01","PC",2.5128483,2.5536063,18573.9655629,12.8342008,1274.3892523,623.3463235,5744.0000000,4.5195200,0.9240440
"1887.01","PC",2.2001583,1.7564486,1295.5985443,2.5006782,913.1591724,164.3262502,4250.0000000,4.5804800,0.7057290
"1888.01","FP",5.5474850,5.4120000,3350.0000000,11.4800000,2122.0000000,3368.0800000,7397.0000000,4.1000000,2.0400000
"1889.01","APC",0.9134495,0.9674236,4262.0748689,5.4104686,1369.4455626,831.1895877,4791.0000000,,0.7718050
"189.01","FP",2.1940616,1.1555573,5943.6922953,8.8402143,2173.1927928,3693.8848424,6054.0000000,4.3941600,1.0409200
"1890.01","PC",19.9676936,6.2804930,6084.3435425,10.0136343,759.6234924,78.6890952,5857.0000000,4.2600000,1.2694900
"1891.01","APC",15.3617729,1.7450000,3321.0000000,14.7142000,,51.0242000,5984.0000000,4.3075200,1.2200000
"2108.01","APC",6.8019625,2.9121651,15465.6374163,29.3148832,1207.2104771,501.9413628,6300.0000000,4.2200000,1.4226800
"2109.01","CP",0.6724900,1.8010000,7890.0000000,15.7288000,3053.0000000,14429.0000000,6647.0000000,4.1200000,1.7000000
"211.01","APC",6.5638651,1.3516381,2147.9618549,5.9264523,1257.4027058,414.9779331,5873.9700000,4.3518200,1.0887100
"2110.01","FA",32.7663900,6.0890000,500.0000000,3.2053100,693.0000000,38.3962000,6073.0000000,4.2100000,1.3900000
"2111.01","FP",1.2680452,1.0270000,538.0000000,2.2470700,1320.0000000,504.8790000,5477.0000000,4.4600000,0.9500000
"2112.01","PC",14.0120582,5.9348633,751.5203056,4.4835127,1091.1652269,335.0295174,7184.0000000,4.2500000,1.5804600
"2112.02","PC",155.8237000,10.6418460,1164.4006092,5.5521957,902.0914695,156.5032302,7184.0000000,4.2500000,1.5804600
"2113.01","FP",5.2461200,4.1940000,1030.0000000,5.6188100,1220.0000000,368.5220000,5286.9000000,,1.7600000
"2114.01","PC",6.2099619,4.4900000,4090.0000000,14.3690000,1670.0000000,1293.0200000,6382.0000000,3.9000000,2.1000000
"2115.01","FP",3.6944323,4.9150000,312.0000000,3.0583800,2433.0000000,5824.8700000,8153.0000000,4.0900000,2.1100000
"2116.01","FP",5.3089937,5.8760000,531.0000000,3.2980300,1883.0000000,2090.7100000,6927.0000000,4.1800000,1.6500000
"2117.01","FP",28.6620782,4.3510000,2600.0000000,12.4971000,921.0000000,119.8510000,6280.0000000,4.0500000,1.7200000
"2118.01","FP",2.3448300,1.4170000,370.0000000,4.2647000,1367.0000000,580.5770000,6398.0000000,3.8900000,2.1300000
"2119.01","CP",7.2008611,2.0300000,50063.0000000,12.0629000,491.0000000,9.6743900,3606.0000000,4.7400000,0.5000000
"212.01","APC",0.3352715,0.7189856,19687.8213975,4.4688000,2623.6739175,11198.5149308,3332.0000000,4.9496400,0.3000000
"2120.01","CP",5.7998189,1.0143740,8567.3390223,2.6346124,354.6027378,3.7367095,3179.0000000,4.9997800,0.2402330
"2121.01","APC",2.3195654,2.0259086,19508.6953576,12.4030722,953.6736208,195.4879901,4325.6600000,4.4380000,0.6283650
"2336.01","CP",7.7119842,4.0580000,3176.0000000,10.7188000,1340.0000000,536.1500000,6458.0000000,4.0300000,1.8300000
"2337.01","CP",2.9942630,6.9172309,1120.6492357,11.5655979,1272.4603411,619.5809037,4784.0000000,,3.2285900
"2338.01","CP",22.6539607,3.4680000,11530.0000000,12.2765000,537.0000000,13.8485000,5523.0000000,4.3300000,1.1200000
"2339.01","PC",9.7728388,7.4907772,2279.7003176,12.0232332,1297.9266601,670.6896654,5636.8000000,3.6600000,2.4373100
"234.01","PC",2.8392793,1.4011791,35229.7098319,10.4761821,662.6197999,45.5594673,3642.0000000,4.4380000,0.5493300
"2340.01","FP",1.6471574,1.0330000,3880.0000000,6.0689400,1215.0000000,362.2370000,5027.0000000,4.6400000,0.7300000
"2341.01","FP",0.8774100,0.4720000,12050.0000000,8.5914800,630.0000000,26.3008000,3495.0000000,4.6400000,0.6200000
"2342.01","FP",3.9471567,1.6990000,1880.0000000,3.8696800,809.0000000,71.3670000,4794.0000000,4.4700000,0.8400000
"2343.01","PC",3.2553185,2.0610000,1920.0000000,6.7291700,1215.0000000,362.7490000,5927.0000000,4.2800000,1.2500000
"2344.01","PC",8.3129806,4.1710000,2680.0000000,10.7065000,1094.0000000,237.9350000,5929.0000000,3.8600000,2.0300000
"2345.01","CP",1.0526157,1.5288415,358.5076064,1.4203085,1314.8062038,706.2654804,4621.0000000,4.5400000,0.7585750
"2345.02","CP",42.1289893,4.6130523,961.6558670,2.3404732,384.3775426,5.1588515,4621.0000000,4.5400000,0.7585750
"2346.01","PC",3.3311975,3.7050000,12390.0000000,14.8770000,1715.0000000,1437.4300000,6605.0000000,4.3300000,1.3300000
"2347.01","APC",1.1736318,1.3970000,1470.0000000,8.1147000,1735.0000000,1505.4100000,6033.7000000,3.9200000,1.9300000
"2348.01","PC",1.2043785,1.0470000,1170.0000000,4.9850000,1613.0000000,1124.6000000,6595.0000000,4.3000000,1.3800000
"2349.01","APC",11.5738497,6.6560000,18730.0000000,22.4042000,1060.0000000,210.0560000,5782.0000000,4.0400000,1.6100000
"235.01","PC",10.0902590,1.7502645,2585.7862462,,795.9675881,94.8642410,5454.4200000,3.4424700,
"2350.01","PC",8.6251769,2.7040000,1690.0000000,7.5544400,993.0000000,161.9800000,5484.0000000,4.3500000,1.0800000
"2571.01","FP",6.0027375,4.1640000,6100.0000000,8.7280600,,475.0150000,5633.0000000,,1.0800000
"2572.01","PC",3.5985851,4.0150000,6710.0000000,11.8109000,1678.0000000,1318.0200000,6303.0000000,4.2100000,1.4500000
"2573.01","PC",4.5815438,3.3670000,19550.0000000,15.1889000,1150.0000000,290.5930000,5525.0000000,4.3700000,1.0700000
"2574.01","PC",4.4817684,2.1860000,21180.0000000,19.0204000,1137.0000000,277.6610000,6734.0000000,4.4100000,1.2500000
"2575.01","PC",3.1711207,3.6276575,8504.6805867,13.9247290,1551.4315362,1369.1513607,6140.0000000,4.1800000,1.4561800
"2576.01","PC",3.8229149,3.1710000,11780.0000000,13.5313000,1377.0000000,598.3400000,6166.4000000,4.3400000,1.2100000
"2577.01","PC",3.7494409,2.4520000,4860.0000000,13.2544000,1635.0000000,1186.5100000,7899.0000000,4.1600000,1.8900000
"2578.01","PC",3.4580018,2.6231719,10218.2558380,14.7324849,1444.3395468,1028.4855924,6427.8000000,4.3500000,1.2663000
"2579.01","KP",3.7146478,3.8350000,12620.0000000,15.2308000,1432.0000000,698.1480000,5783.0000000,4.2100000,1.3200000
"258.01","FP",3.1901569,1.8262867,3648.2442456,15.1464610,1867.7902797,2876.2951268,6474.5700000,4.2636300,1.9895800
"2580.01","CP",3.3978620,4.5020000,9960.0000000,18.3834000,1870.0000000,2031.4700000,6590.0000000,4.0500000,1.8300000
"2581.01","PC",3.5838508,3.0850000,12480.0000000,12.4141000,1253.0000000,409.7710000,5450.0000000,4.3500000,1.0800000
"2582.01","PC",3.0183134,2.7800000,8960.0000000,9.1086500,,388.4390000,5238.0000000,,0.9300000
"2583.01","CP",4.5207400,4.1750000,8520.0000000,13.7321000,1440.0000000,713.8590000,6050.0000000,4.1400000,1.4900000
"2584.01","PC",4.6965638,3.0560000,12380.0000000,16.2589000,1290.0000000,459.9030000,6502.7000000,4.2500000,1.4300000
"2585.01","FP",4.0266483,2.3120000,754.0000000,1.9018900,1065.0000000,213.7350000,5276.5000000,4.6000000,0.7800000
"2586.01","PC",9.5835608,2.4050000,1150.0000000,12.6233000,1223.0000000,372.1920000,5781.0000000,3.8900000,1.9100000
"2587.01","CP",5.4566563,3.7830000,4160.0000000,10.9408000,1230.0000000,381.0780000,5674.8000000,4.0400000,1.7200000
"1892.01","PC",1837.8897313,5.1231542,784.5879336,2.2316040,557.2150449,22.7830749,5256.0000000,4.5525100,0.7952850
"1893.01","PC",,16.2000201,560.4004393,3.9646898,797.1246051,95.4170227,6996.0000000,4.2954200,1.4615100
"1894.01","PC",739.2389832,19.1259714,3106.7675633,6.2876421,197.8803761,0.3623530,5611.0000000,4.3771800,1.0692000
"1895.01","PC",748.0739416,5.0652033,4627.3105593,9.5710516,256.9193800,1.0296947,6762.0000000,4.3903100,1.3738700
"1896.01","PC",,16.1046282,2816.5224185,8.9556287,1018.8300331,254.6407802,6750.0000000,4.1856900,1.6057200
"1897.01","FP",48.5340395,6.6610000,62170.0000000,26.8270000,144.0000000,0.0730269,5937.0000000,4.4485500,1.0300000
"1897.02","FP",48.5338626,6.1370000,4730.0000000,7.9008000,341.0000000,2.2453000,5937.0000000,4.4485500,1.0300000
"1898.01","CP",45.5221456,4.3839392,3028.5453279,9.7055757,681.5974916,51.0073705,6303.9100000,4.1176500,1.6103400
"1899.01","CP",29.0902271,4.6769826,37562.3332736,12.1826517,323.8830195,2.6006010,3854.0000000,4.6361900,0.6178630
"190.01","KP",10.0205932,5.7033765,8247.6689406,11.6443829,1436.2489214,706.3928637,6038.0000000,4.3551300,1.2752700
"1900.01","KP",3.0566277,2.3926375,12517.5203529,12.5182693,1265.7755651,606.6634527,5735.0000000,4.4100000,1.0386500
"1901.01","KP",1.3666563,1.9670000,21070.0000000,15.4370000,1676.0000000,1310.2200000,5790.4000000,4.4400000,1.0200000
"1902.01","KP",1.6091845,1.6300000,13450.0000000,16.7675000,1587.0000000,1054.6600000,6393.0000000,4.2400000,1.4300000
"1903.01","KP",3.8404319,5.2420000,3580.0000000,12.3434000,1761.0000000,1599.9200000,5909.0000000,4.4200000,2.0400000
"1904.01","KP",4.3247708,4.2670000,6380.0000000,17.0257000,1597.0000000,1080.8700000,6457.0000000,3.9000000,2.1300000
"1905.01","KP",5.7222600,2.6480000,25549.0000000,12.8433000,687.0000000,37.0251000,4233.2000000,4.6400000,0.7300000
"1906.01","KP",9.6246665,4.2970000,10230.0000000,12.3182000,925.0000000,121.9180000,5473.0000000,4.2600000,1.2000000
"2122.01","KP",3.5852284,3.0197224,16909.2285380,14.5431829,1233.5328348,547.1719916,5852.0000000,4.4068400,1.0672500
"2123.01","PC",10.3088514,3.8012836,2122.2459980,4.0217464,729.1224998,66.7917777,5432.0000000,4.5634100,0.8437020
"2124.01","KP",3.5539283,3.6341388,9368.3887704,21.2028076,1761.6794429,2276.2950187,6184.0000000,3.9042000,2.0085199
"2125.01","KP",5.0316347,5.2650000,4912.0000000,15.3999000,1656.0000000,1248.6500000,6350.0000000,3.8700000,2.1600000
"2126.01","KP",1.3061880,1.4177746,24746.2794438,16.7588830,1443.2894048,1025.5021895,5489.0000000,4.5934200,0.8201810
"2127.01","KP",5.5080682,2.6399995,21584.7573167,10.7299795,768.0533689,82.2406616,4790.0000000,4.5876500,0.7401130
"2128.01","CP",16.3413889,5.3764481,372.0970618,2.6290790,777.2060824,86.2314650,5991.1100000,4.3771100,1.1250600
"2129.01","KP",4.6276640,2.3060000,6190.0000000,14.3694000,1581.0000000,1038.7800000,6727.6000000,4.2200000,1.5500000
"213.01","PC",23.5199045,3.2220000,1243.0000000,2.3050200,500.0000000,10.4530000,4566.4000000,4.9300000,0.6700000
"213.02","PC",7.7565534,2.4341043,286.2558604,1.1359985,629.8978948,37.2050274,4566.4000000,4.9300000,0.6720620
"2130.01","KP",5.0052605,4.9057646,7641.4040980,13.6314528,1333.3240765,746.9024560,6115.0000000,4.1670300,1.4670100
"2131.01","KP",1.8468345,2.5650000,13237.0000000,16.4012000,1825.0000000,1845.3000000,6352.0000000,4.2700000,1.3600000
"2132.01","KP",3.2440454,3.6774272,15011.9381969,21.0498466,1428.2108779,983.3097556,5703.0000000,4.1600000,1.3895100
"2133.01","PC",3.8266587,2.0605848,1181.8154296,2.4536347,765.3931102,81.1071602,4175.0000000,4.5400000,0.7163120
"2134.01","CP",9.2292078,2.8170000,1606.0000000,3.2188300,690.0000000,37.6631000,4406.0000000,4.5042800,0.7700000
"2134.02","CP",95.8531625,5.0240000,5975.0000000,5.9576300,356.0000000,2.6910400,4406.0000000,4.5042800,0.7700000
"2350.02","PC",4.8714085,2.6430000,1180.0000000,3.8394000,1205.0000000,350.4760000,5484.0000000,4.3500000,1.0800000
"2351.01","APC",5.2524809,2.0606876,22612.2943943,26.1130371,1167.4281449,438.9768712,5728.0000000,4.2400000,1.2700000
"2352.01","PC",1.6804461,1.0990000,2020.0000000,5.3703900,1496.0000000,833.2500000,5695.0000000,4.4100000,1.0400000
"2353.01","PC",5.7517969,3.0489623,701.5728877,6.2303216,1534.0120939,1308.6880472,6510.3000000,3.9700000,1.9761600
"2354.01","FP",0.5109902,0.7090000,2720.0000000,9.5479200,2222.0000000,4048.8500000,6095.0000000,4.1300000,1.5300000
"2355.01","PC",1.2709769,2.3350000,1400.0000000,4.1076100,2228.0000000,4096.8400000,6296.0000000,4.3900000,1.1700000
"2356.01","PC",3.6627500,3.0960000,970.0000000,3.5275800,1473.0000000,782.3330000,6150.0000000,4.3300000,1.2200000
"2357.01","PC",7.0924883,2.8690000,5540.0000000,12.2608000,1047.0000000,200.0570000,6493.0000000,4.1700000,1.5800000
"2358.01","FP",1.1258127,0.3740000,1440.0000000,13.1558000,1361.0000000,570.8520000,6423.0000000,4.3600000,1.2400000
"2359.01","PC",5.1858000,7.1910000,4550.0000000,18.5118000,1802.0000000,1753.4100000,6130.0000000,3.6400000,2.7000000
"236.01","FP",4.5344510,4.9363910,23574.8429110,23.1837890,1435.5591220,1003.7032593,6421.5000000,4.1900000,1.4745900
"2360.01","FP",22.8451800,7.2150000,9210.0000000,15.1752000,862.0000000,91.9765000,5963.1000000,4.0800000,1.5700000
"2361.01","PC",8.7154600,3.9340000,12010.0000000,12.1387000,888.0000000,103.4890000,5395.0000000,4.3600000,1.0600000
"2362.01","PC",6.9444047,2.7056073,5264.9280735,13.4708551,1174.4675265,449.6608267,6104.5000000,4.1900000,1.4194500
